id	册	章	raw页	tex行	类型	严重度	描述	状态	证据	commit
平面几何（第二册）-101	平面几何（第二册）	第1章		2979,3041	图号重复	中	图1·31 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
平面几何（第二册）-102	平面几何（第二册）	第1章		524,541	图号重复	中	图1·8 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
平面几何（第二册）-103	平面几何（第二册）	第3章		17742,17764	图号重复	中	图3·25 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
平面几何（第二册）-104	平面几何（第二册）	第3章		17796,17822	图号重复	中	图3·26 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
平面几何（第二册）-105	平面几何（第二册）	第3章		18332,18365,18406,18445	图号重复	中	图3·31 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
平面几何（第二册）-106	平面几何（第二册）	第1章			图号跳号	中	图1·14（1–83 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
平面几何（第二册）-107	平面几何（第二册）	第1章			图号跳号	中	图1·37（1–83 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
平面几何（第二册）-108	平面几何（第二册）	第1章			图号跳号	中	图1·51（1–83 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
平面解析几何-109	平面解析几何	第1章		2581,2629	图号重复	中	图1·33 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
平面解析几何-110	平面解析几何	第3章		7214,7321	图号重复	中	图3·20 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
平面解析几何-111	平面解析几何	第4章		11602,11761	图号重复	中	图4·18 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
平面解析几何-112	平面解析几何	第4章		12640,12658	图号重复	中	图4·27 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
平面解析几何-113	平面解析几何	第4章		12767,12791	图号重复	中	图4·28 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
平面解析几何-114	平面解析几何	第4章		13875,13913	图号重复	中	图4·37 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
平面解析几何-115	平面解析几何	第4章		10445,15006	图号重复	中	图4·4 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
平面解析几何-116	平面解析几何	第4章		14482,14535,14589	图号重复	中	图4·42 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
平面解析几何-117	平面解析几何	第4章		14738,15162	图号重复	中	图4·43 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
平面解析几何-118	平面解析几何	第4章		10800,10864	图号重复	中	图4·9 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
平面解析几何-119	平面解析几何	第5章		21917,21956	图号重复	中	图5·23 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
平面解析几何-120	平面解析几何	第5章		19561,19627	图号重复	中	图5·9 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
平面解析几何-121	平面解析几何	第6章		24661,24697	图号重复	中	图6·18 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
平面解析几何-122	平面解析几何	第6章		24878,24984	图号重复	中	图6·20 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
平面解析几何-123	平面解析几何	第6章		25071,25144	图号重复	中	图6·21 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
平面解析几何-124	平面解析几何	第6章		23536,23652	图号重复	中	图6·9 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
平面解析几何-125	平面解析几何	第4章			图号跳号	中	图4·16（1–80 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
平面解析几何-126	平面解析几何	第4章			图号跳号	中	图4·48（1–80 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
平面解析几何-127	平面解析几何	第4章			图号跳号	中	图4·49（1–80 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
平面解析几何-128	平面解析几何	第4章			图号跳号	中	图4·68（1–80 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
平面解析几何-129	平面解析几何	第5章			图号跳号	中	图5·6（1–24 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
立体几何-130	立体几何	第1章		2084,2134	图号重复	中	图1·34 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
立体几何-131	立体几何	第1章		6205,6285,6317	图号重复	中	图1·81 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
立体几何-132	立体几何	第1章		7737,7789	图号重复	中	图1·89 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
立体几何-133	立体几何	第2章		13508,13595	图号重复	中	图2·16 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
立体几何-134	立体几何	第2章		18038,18074	图号重复	中	图2·55 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
立体几何-135	立体几何	第2章		19454,19486,19508,19530,19553	图号重复	中	图2·70 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
立体几何-136	立体几何	第2章		20636,20684	图号重复	中	图2·79 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
立体几何-137	立体几何	第2章		21035,21059,21083	图号重复	中	图2·82 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
立体几何-138	立体几何	第2章		21382,21426	图号重复	中	图2·86 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
立体几何-139	立体几何	第3章		25077,25138	图号重复	中	图3·38 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
立体几何-140	立体几何	第3章		26508,26595	图号重复	中	图3·58 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
立体几何-141	立体几何	第3章		28065,28089	图号重复	中	图3·74 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
立体几何-142	立体几何	第3章		26733,28606	图号重复	中	图3·81 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
立体几何-143	立体几何	第1章			图号跳号	中	图1·23（1–128 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
立体几何-144	立体几何	第2章			图号跳号	中	图2·19（1–91 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
立体几何-145	立体几何	第2章			图号跳号	中	图2·29（1–91 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
立体几何-146	立体几何	第3章			图号跳号	中	图3·36（1–82 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
立体几何-147	立体几何	第3章			图号跳号	中	图3·47（1–82 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
立体几何-148	立体几何	第3章			图号跳号	中	图3·56（1–82 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
立体几何-149	立体几何	第3章			图号跳号	中	图3·61（1–82 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
化学（第一册）-150	化学（第一册）	第4章		7041,7132	图号重复	中	图4·6 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
化学（第一册）-151	化学（第一册）	第2章			图号跳号	中	图2·14（1–18 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
化学（第一册）-152	化学（第一册）	第3章			图号跳号	中	图3·6（1–20 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
化学（第二册）-153	化学（第二册）	第3章			图号跳号	中	图3·5（1–10 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
化学（第二册）-154	化学（第二册）	第3章			图号跳号	中	图3·6（1–10 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第一册）-155	物理（第一册）	第3章		3755,3818	图号重复	中	图3·8 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第一册）-156	物理（第一册）	第9章		15228,15255	图号重复	中	图9·10 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第一册）-157	物理（第一册）	第9章		15363,15385	图号重复	中	图9·12 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第一册）-158	物理（第一册）	第9章		17142,17170	图号重复	中	图9·31 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第一册）-159	物理（第一册）	第9章		17277,17298,17322	图号重复	中	图9·32 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第一册）-160	物理（第一册）	第8章			图号跳号	中	图8·13（1–16 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第一册）-161	物理（第一册）	第10章			图号跳号	中	图10·16（1–36 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第一册）-162	物理（第一册）	第10章			图号跳号	中	图10·27（1–36 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第一册）-163	物理（第一册）	第11章			图号跳号	中	图11·17（2–27 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第一册）-164	物理（第一册）	第12章			图号跳号	中	图12·10（1–21 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第一册）-165	物理（第一册）	第12章			图号跳号	中	图12·16（1–21 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第一册）-166	物理（第一册）	第13章			图号跳号	中	图13·40（1–41 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第二册）-167	物理（第二册）	第4章		8286,8323	图号重复	中	图4.10 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第二册）-168	物理（第二册）	第4章		8469,8488	图号重复	中	图4.12 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第二册）-169	物理（第二册）	第5章		11503,11880	图号重复	中	图5.18 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第二册）-170	物理（第二册）	第7章		14577,14788	图号重复	中	图7.8 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第二册）-171	物理（第二册）	第9章		19732,20263	图号重复	中	图9.10 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第二册）-172	物理（第二册）	第9章		20317,20807	图号重复	中	图9.20 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第二册）-173	物理（第二册）	第9章		20589,20601	图号重复	中	图9.22 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第二册）-174	物理（第二册）	第1章			图号跳号	中	图1.11（1–27 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第二册）-175	物理（第二册）	第2章			图号跳号	中	图2.12（1–26 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第二册）-176	物理（第二册）	第5章			图号跳号	中	图5.13（1–20 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第二册）-177	物理（第二册）	第5章			图号跳号	中	图5.16（1–20 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第二册）-178	物理（第二册）	第6章			图号跳号	中	图6.12（1–13 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第二册）-179	物理（第二册）	第7章			图号跳号	中	图7.6（1–24 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第二册）-180	物理（第二册）	第7章			图号跳号	中	图7.20（1–24 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第二册）-181	物理（第二册）	第9章			图号跳号	中	图9.18（1–39 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第二册）-182	物理（第二册）	第9章			图号跳号	中	图9.26（1–39 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-183	物理（第三册）	第1章		1947,2549	图号重复	中	图1.23 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-184	物理（第三册）	第1章		672,695,718	图号重复	中	图1.9 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-185	物理（第三册）	第2章		6402,6437,6472	图号重复	中	图2.5 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-186	物理（第三册）	第2章		6510,6564	图号重复	中	图2.7 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-187	物理（第三册）	第2章		6720,6763,6807,6850	图号重复	中	图2.9 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-188	物理（第三册）	第3章		15653,15682,15711,15740	图号重复	中	图3.31 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-189	物理（第三册）	第3章		16327,16356,16386,16419	图号重复	中	图3.37 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-190	物理（第三册）	第3章		13936,13968,14009,14045	图号重复	中	图3.7 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-191	物理（第三册）	第4章		19396,19439	图号重复	中	图4.1 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-192	物理（第三册）	第5章		24992,25035,25084	图号重复	中	图5.11 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-193	物理（第三册）	第5章		25195,25238,25290	图号重复	中	图5.14 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-194	物理（第三册）	第5章		25444,25468	图号重复	中	图5.17 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-195	物理（第三册）	第5章		25604,25628	图号重复	中	图5.19 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-196	物理（第三册）	第5章		23727,23754,23922,23958	图号重复	中	图5.2 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-197	物理（第三册）	第5章		25884,25905	图号重复	中	图5.22 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-198	物理（第三册）	第5章		26109,26139	图号重复	中	图5.24 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-199	物理（第三册）	第5章		26278,26328	图号重复	中	图5.26 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-200	物理（第三册）	第5章		26858,26889	图号重复	中	图5.33 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-201	物理（第三册）	第5章		27125,27159,27193	图号重复	中	图5.34 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-202	物理（第三册）	第5章		27242,27275,27305	图号重复	中	图5.35 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-203	物理（第三册）	第5章		27372,27394	图号重复	中	图5.36 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-204	物理（第三册）	第5章		27435,27458	图号重复	中	图5.37 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-205	物理（第三册）	第5章		24315,24346	图号重复	中	图5.4 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-206	物理（第三册）	第6章		28405,28452	图号重复	中	图6.11 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-207	物理（第三册）	第6章		28683,28750,28768	图号重复	中	图6.14 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-208	物理（第三册）	第6章		28808,28839	图号重复	中	图6.15 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-209	物理（第三册）	第6章		28958,28992,29024	图号重复	中	图6.17 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-210	物理（第三册）	第6章		29408,29426	图号重复	中	图6.24 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-211	物理（第三册）	第7章		31833,31849	图号重复	中	图7.13 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-212	物理（第三册）	第7章		32297,32313	图号重复	中	图7.22 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第三册）-213	物理（第三册）	第1章			图号跳号	中	图1.3（1–61 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-214	物理（第三册）	第1章			图号跳号	中	图1.4（1–61 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-215	物理（第三册）	第1章			图号跳号	中	图1.7（1–61 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-216	物理（第三册）	第1章			图号跳号	中	图1.10（1–61 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-217	物理（第三册）	第1章			图号跳号	中	图1.26（1–61 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-218	物理（第三册）	第1章			图号跳号	中	图1.28（1–61 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-219	物理（第三册）	第1章			图号跳号	中	图1.43（1–61 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-220	物理（第三册）	第1章			图号跳号	中	图1.45（1–61 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-221	物理（第三册）	第1章			图号跳号	中	图1.46（1–61 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-222	物理（第三册）	第1章			图号跳号	中	图1.47（1–61 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-223	物理（第三册）	第1章			图号跳号	中	图1.49（1–61 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-224	物理（第三册）	第1章			图号跳号	中	图1.54（1–61 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-225	物理（第三册）	第1章			图号跳号	中	图1.56（1–61 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-226	物理（第三册）	第2章			图号跳号	中	图2.6（1–62 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-227	物理（第三册）	第2章			图号跳号	中	图2.11（1–62 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-228	物理（第三册）	第2章			图号跳号	中	图2.35（1–62 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-229	物理（第三册）	第2章			图号跳号	中	图2.47（1–62 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-230	物理（第三册）	第2章			图号跳号	中	图2.49（1–62 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-231	物理（第三册）	第3章			图号跳号	中	图3.8（1–52 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-232	物理（第三册）	第3章			图号跳号	中	图3.33（1–52 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-233	物理（第三册）	第3章			图号跳号	中	图3.34（1–52 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-234	物理（第三册）	第3章			图号跳号	中	图3.45（1–52 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-235	物理（第三册）	第3章			图号跳号	中	图3.46（1–52 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-236	物理（第三册）	第3章			图号跳号	中	图3.49（1–52 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-237	物理（第三册）	第6章			图号跳号	中	图6.28（1–47 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-238	物理（第三册）	第6章			图号跳号	中	图6.29（1–47 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-239	物理（第三册）	第6章			图号跳号	中	图6.30（1–47 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-240	物理（第三册）	第6章			图号跳号	中	图6.32（1–47 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-241	物理（第三册）	第6章			图号跳号	中	图6.33（1–47 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-242	物理（第三册）	第6章			图号跳号	中	图6.36（1–47 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-243	物理（第三册）	第6章			图号跳号	中	图6.40（1–47 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-244	物理（第三册）	第6章			图号跳号	中	图6.41（1–47 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-245	物理（第三册）	第6章			图号跳号	中	图6.43（1–47 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-246	物理（第三册）	第6章			图号跳号	中	图6.44（1–47 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-247	物理（第三册）	第6章			图号跳号	中	图6.45（1–47 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-248	物理（第三册）	第6章			图号跳号	中	图6.46（1–47 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-249	物理（第三册）	第7章			图号跳号	中	图7.2（1–27 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-250	物理（第三册）	第7章			图号跳号	中	图7.4（1–27 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-251	物理（第三册）	第7章			图号跳号	中	图7.5（1–27 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-252	物理（第三册）	第7章			图号跳号	中	图7.15（1–27 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第三册）-253	物理（第三册）	第7章			图号跳号	中	图7.18（1–27 区间缺口）：正文如有引用则可能漏图，须对照 raw	待核		-
物理（第四册）-254	物理（第四册）	第11章		17022,17103	图号重复	中	图11.7 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第四册）-255	物理（第四册）	第2章		2104,2126,2148	图号重复	中	图2.24 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
物理（第四册）-256	物理（第四册）	第5章		7591,7628	图号重复	中	图5.1 出现多次，须对照 raw 确认是分图共号还是编号错误	待核		-
